ts,X_EE,Y_EE,Z_EE,Phi,X_base_meas,Z_base_meas,X_mid_meas,Z_mid_meas,X_end_meas,Z_end_meas,U_base,V_base,U_mid,V_mid,U_end,V_end,Base_angle,X_ang_start,Z_ang_start,X_ang_end,Z_ang_end,U_ang_start,V_ang_start,U_ang_end,V_ang_end,Goal_X,Goal_Z,Endpt_Sol_X,Endpt_Sol_Z
1693323827677490473,0.24150090185677864,-0.24999874060777066,0.5791495274779862,-1.423717720034014,0.24313457136768604,0.5843922197338869,0.37896172156150054,0.4479749866470657,0.4068394273131506,0.24505974526321983,1287,264,1474,443,1528,718,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.4,0.25,0.399999999945665,0.249999998400844
1693323862253842115,0.31635792636421417,-0.2500018990536292,0.5554782058739615,-1.6478337099492706,0.31960565864416035,0.5595538338147825,0.4695689440536565,0.4450394538376933,0.5065130793212407,0.24411307527132786,1389,297,1595,448,1665,720,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.5,0.25,0.500000000245671,0.24999999678874
1693323901340276480,0.3907733432311864,-0.24992821238705623,0.5247103831191131,-1.9052806754303144,0.39640854111244234,0.5309243385378852,0.5611080179889486,0.4405817704415604,0.6066591216904408,0.24388074727932352,1492,335,1717,455,1802,721,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.6,0.25,0.599999999682659,0.249999999249024
1693323953121460915,0.46351591477877496,-0.249894316248954,0.48055009425288464,-2.234584494619222,0.47200334568228514,0.4870285637935671,0.6453933648304511,0.4368027220406796,0.6968727366541104,0.2428780740923171,1595,393,1829,461,1925,723,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.7,0.25,0.699999999143739,0.249999999270821
1693324005904567003,-0.39972506103977146,-0.2501251316527974,0.5539765426657013,2.0669965347176387,-0.40241707206853794,0.5562235961702638,-0.5782744426947343,0.504711990673173,-0.6825152824831219,0.34517473312243707,421,290,175,355,5,569,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.7,0.35,-0.699999999499882,0.349999998827785
1693324051839345455,-0.31864638344014173,-0.25018653992844403,0.5912933651530929,1.8362026162306335,-0.32013107450263484,0.5912161599945938,-0.4894499889216298,0.5102311808019351,-0.5848545812699584,0.3372680124397427,535,246,298,349,143,581,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.6,0.35,-0.600000000211271,0.349999998754279
1693324103453402519,-0.2368378549502914,-0.2501153684332022,0.6192993976825645,1.6458309816829213,-0.23796088846554503,0.6172392626248302,-0.3971038205841735,0.5135359452062962,-0.4837938257413891,0.33439453789646456,647,214,425,346,286,586,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.5,0.35,-0.499999999760107,0.349999998632076
1693324147217037201,-0.15470364142755488,-0.2501707349833615,0.6417892736167186,1.47710017465467,-0.15336562912225812,0.6403986916338721,-0.2998727903514512,0.516145452985959,-0.38184343473542554,0.33511503614950966,761,186,558,344,430,586,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.4,0.35,-0.399999997876809,0.349999999652424
1693324196826331615,-0.07578706652502899,-0.2501536354402033,0.6639790364502992,1.2939866359083068,-0.0740164333709908,0.6652825463138077,-0.20520443054580648,0.521787348215881,-0.2794074434485611,0.3358389662104232,867,156,687,338,574,586,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.3,0.35,-0.299999999545944,0.349999999770539
1693324242594231606,0.005474639482230745,-0.2500621729407256,0.6811693502646814,1.1395333339125004,0.01145729497582514,0.6808892092872497,-0.11006247603105057,0.5305267608658715,-0.18018639516850915,0.3408865196492268,980,138,816,328,713,580,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.2,0.35,-0.200000000010199,0.349999998292879
