ts,X_EE,Z_EE,Phi,X_base_meas,Z_base_meas,X_mid_meas,Z_mid_meas,X_end_meas,Z_end_meas,U_base,V_base,U_mid,V_mid,U_end,V_end
1692090210903590441,0.31102927121688795,0.7219132531505681,-1.726796921623665,0.3173696666310804,0.7304788482962671,0.48545775189962087,0.5196039355535038,0.4849719450859114,0.22064231492564002,1370,129,1585,376,1612,746
1692095422180222273,0.3762598313840011,0.6591983553380318,-2.1876539582007286,0.3850052709081628,0.6673850143568483,0.5646782105264329,0.49440103922204975,0.5648960687787706,0.19998484413406203,1454,202,1683,407,1715,773
1692095490163552523,0.41913452031682835,0.6042454715251626,-2.35212263078411,0.4255776401434269,0.6133542074667281,0.6156991911043387,0.4606849509866939,0.6212589002205333,0.16479976305241206,1506,265,1748,448,1790,819
1692090450095304012,-0.3486383366737606,0.6903009806147822,2.35252699202224,-0.35307334951249086,0.6942097626573036,-0.5367715119257516,0.5325015857218228,-0.5895205929250302,0.24832966973837112,557,158,314,347,213,706
1692090513735014915,-0.29497542437524593,0.7357353343514412,2.3529290569167967,-0.2998771720559284,0.7411384838141876,-0.48140381482442723,0.5737101629638934,-0.5349359905576285,0.2880519323825049,625,105,388,298,290,654
1692090572196801424,-0.21767307669819422,0.7807690766130566,2.1049362840307997,-0.22182988560444755,0.7839157723372449,-0.3934973703242489,0.5881911884221895,-0.44276775205073143,0.29919781810865154,722,58,500,282,413,640
1692090620469242096,-0.13578282050027737,0.8120192403818387,1.8722509003933254,-0.13979554775431194,0.8121733044528495,-0.29485113461675083,0.5936660792431265,-0.3418171995797894,0.30274624125271665,822,28,624,277,546,636
1692090675590458155,-0.04732542755995582,0.828850811418735,1.7405989953626402,-0.048358961737316165,0.8310091917339406,-0.19872482646707032,0.598292097276989,-0.24174591869273357,0.3070864532290599,932,9,744,273,677,631
1692090727704711199,0.05348500697020621,0.8284823846325804,1.7460200705999802,0.05479533077506042,0.8312342116418587,-0.1003474856923328,0.6021221332177964,-0.1487223249839066,0.3121972092623251,1055,11,866,270,798,625
1692090781656399250,0.17160874238719018,0.8011227135102291,1.9599094229602982,0.1723199129157825,0.8055526343052498,-0.0021550491179103126,0.598321354902569,-0.053461036077896665,0.3095432671478986,1195,42,987,276,921,629
1692090853981987953,-0.2118920818131194,0.7851440224168855,-2.011567760030143,-0.20889522338878472,0.7930309226429246,-0.019275976236643403,0.615950701360458,-0.017755704486098027,0.3206609174072119,738,48,966,255,967,615
1692090898412792683,-0.08818719781369647,0.823557283488668,-1.7183241663200668,-0.08513730976687495,0.8320851548277202,0.08035694856285103,0.6172997366233379,0.08146530692290935,0.3235260036020101,888,7,1088,255,1094,612
1692090940672464609,0.017545508537605795,0.8307682062160879,-1.6577312781493643,0.02371963443489998,0.8360416175125795,0.1821443956889806,0.6161077050851633,0.17968334846647432,0.32403599994740384,1018,5,1212,258,1219,612
1692090989947041750,0.10914427003906702,0.8188720209386418,-1.75130407780968,0.11620503057631132,0.8261126423949636,0.27853306245121595,0.6113989477899211,0.2759277297940084,0.32058714656267107,1128,18,1329,265,1341,617
1692091056092357635,0.19258614275309976,0.7920976582931369,-1.954287294608559,0.2000202935830523,0.7997772835647208,0.37704488669682323,0.6084121402773914,0.3780439824054394,0.3147787539577589,1228,49,1448,270,1470,625
1692091110378131151,0.27241360557900984,0.7498684599806424,-2.2557938398737676,0.2797346963172296,0.7591506464151152,0.4715493210901615,0.6010555244147864,0.47977652618430205,0.3089429245533849,1324,96,1562,280,1598,633
1692091163995796919,0.33640220447741986,0.7018313127910761,-2.352681067638357,0.3426654665597287,0.7123379223146769,0.5382239923113613,0.5633767608695301,0.5489401677362944,0.2706347361198519,1401,150,1645,325,1688,682
1692091219450966597,0.37830766980389996,0.6586491978288942,-2.3523154969244544,0.3858435742949738,0.6673974524327824,0.5790511656595262,0.5197560809425961,0.5892414051617229,0.22629939995225246,1455,202,1698,377,1743,739
1692092630709271193,-0.308377046876145,0.7255923558665244,2.3528210696939373,-0.31248387876027645,0.7304420428189033,-0.49578247634837735,0.5643851527735002,-0.5486442615652396,0.28035577253804866,609,117,369,309,271,664
1692092695852814198,-0.25359842714575914,0.7629599244508706,2.353097861110367,-0.2582701966944364,0.7664585190589523,-0.4393220656213026,0.5976558856945988,-0.4920520944811076,0.3112854312995693,677,77,443,270,349,624
1692092789225094795,-0.183079653864698,0.7974482322285413,2.3536359677380756,-0.18843707449644834,0.800533722533627,-0.37097452712031653,0.6314897968012174,-0.4225657059168859,0.3426597529321138,763,40,531,231,443,584
1692092859212529898,-0.09748211091075529,0.8226316857061924,2.3538792879682666,-0.10508419536496602,0.8262957878260548,-0.28769191199580346,0.6574040709737424,-0.3427185038505656,0.3697776143995605,864,13,636,202,549,550
1692092911661328793,-0.0019519729454294532,0.8322983365783262,2.3541635335460906,-0.0065009658381278285,0.8372493613496585,-0.19565747387235854,0.6656407735785002,-0.2511396037679573,0.3782793995649377,982,3,750,194,668,540
1692092971960721970,0.09399643071107083,0.8234499324185327,2.355015958369566,0.0892709066012885,0.8282970140825106,-0.10615783575243685,0.6687105106752879,-0.1664824778614589,0.37885704983673124,1096,15,860,192,777,540
1692093027082104206,0.18014161702282358,0.7988232639626405,2.35529197266677,0.1782262707334239,0.80566396843863,-0.018540520178867773,0.6441872381815047,-0.07877894033293077,0.3541178446023787,1202,42,967,222,889,572
1692093086713256598,-0.20991079143568123,0.7862198520106877,-2.3554514077594764,-0.207245373894785,0.7930617694129584,0.00026450016536009105,0.6642662357254774,0.010356604781783591,0.3673401784600725,740,48,990,199,1003,556
1692093149685199022,-0.12767739864829386,0.8157588006632932,-2.3551729562179404,-0.12420764327425865,0.824125268494083,0.08111425750596726,0.6906550739623414,0.09093655108992241,0.3934112624824443,841,15,1088,170,1105,524
1692093212824234247,-0.032793329252607625,0.8312943710331786,-2.354920488546915,-0.035012631427530944,0.8393918869279605,0.17344390930822437,0.7052238758432237,0.18572934782119582,0.40777673806120507,948,0,1199,155,1224,507
1692093287488384247,0.06610907143544276,0.8278531258855988,-2.3539927526148343,0.07001114371522099,0.8396735074051638,0.26638249827897537,0.6900485943521785,0.2748053665811516,0.39634446651492433,1073,2,1311,174,1336,522
1692093346952746630,0.15747338066986882,0.8067639040855308,-2.3538000414812856,0.16244151087400704,0.8170764631174194,0.3574859878382296,0.669592798533523,0.3692128456197988,0.3760794976363507,1183,29,1421,199,1455,548
1692093406082575083,0.2342985257229903,0.7738118805432591,-2.353307415799346,0.2408817258823789,0.7825827501057602,0.43604660076172164,0.6359522853257109,0.4441747391736065,0.34052531445752265,1277,69,1517,239,1551,593
1692093464043522835,0.29456891960452347,0.7360233554895613,-2.352952674834053,0.3011237660490407,0.7452828100279683,0.4946620962463884,0.5970580487992522,0.5042520548448538,0.30431162595436856,1350,112,1590,285,1629,639
1692093522338359833,0.34007349668801395,0.6984457563312656,-2.3526331037804247,0.34835525622936214,0.70802257509417,0.5404803862371039,0.5599962554901886,0.5508546739133348,0.2643724294645735,1408,155,1648,329,1691,690
1692093752678295374,-0.2742449041894644,0.750137208931982,2.3529967447889697,-0.2790874971419103,0.7528930263966889,-0.46259447431734946,0.5889736996689596,-0.5150064251977462,0.3042459475176066,651,92,413,280,318,633
1692093812476489782,-0.22097372345934424,0.780654472236227,2.353393167399008,-0.22676909763978392,0.7838246837810886,-0.4093107212906396,0.6157289384297459,-0.46365070938968916,0.3292145046895528,716,58,482,249,388,601
1692093878789041996,-0.15650434376572905,0.8071046082129634,2.353785618806102,-0.16300333466729017,0.8108336293949376,-0.34669862076399904,0.6437345165692219,-0.4011081872107974,0.3552813884034455,794,29,562,217,472,568
1692093933576191902,-0.08215337065287336,0.82542244190694,2.353892631626123,-0.09011262748453908,0.8292870735392154,-0.27490446261817275,0.6610200110545199,-0.3305411669083138,0.3730077282637734,882,10,652,198,565,546
1692093985690517664,-0.0017210117059829055,0.8323104350153574,2.3541379668272158,-0.006502025507675747,0.8381526984637502,-0.1948233032310451,0.6647937127460618,-0.2488151170419386,0.3782952604906979,982,2,751,195,671,540
